Code,Product
8407.34.25,"Spark-ignition reciprocating piston engines for other vehicles of chap. 87, of a cylinder"
8407.34.44,"Spark-ignition reciprocating piston engines for vehicles of 8701.20 or 8702-8704,"
8407.34.48,"Spark-ignition reciprocating piston engines for vehicles of 8701.20 or 8702-8704,"
8407.34.55,"Spark-ignition reciprocating piston engines for other vehicles of chap. 87 nesoi, of a"
8408.20.20,Compression-ignition internal-combustion piston engines to be installed in vehicles of
8408.20.90,Compression-ignition internal-combustion piston engines used for propulsion of
8409.91.10,Cast-iron parts used solely or principally with spark-ignition internal-combustion piston
8409.91.30,Aluminum cylinder heads for spark-ignition internal combustion piston engines for
8409.91.50,"Parts nesoi, used solely or principally with spark-ignition internal-combustion piston"
8409.91.92,"Parts nesoi, used solely or principally with spark-ignition internal-combustion piston"
8409.91.99,"Parts nesoi, used solely or principally with spark-ignition internal-combustion piston"
8409.99.10,"Cast iron parts not advanced beyond cleaning & machined only for removal of fins,"
8409.99.91,"Parts nesoi, used solely or principally with the engines of heading 8408, for vehicles of"
8409.99.92,"Parts nesoi, used solely or principally with compression-ignition internal-combustion"
8409.99.99,"Parts nesoi, used solely or principally with compression-ignition internal-combustion"
8412.90.90,Parts for engines of heading 8412 other than hydrojet engines for marine propulsion
8413.11.00,"Pumps fitted or designed to be fitted with a measuring device, used for dispensing fuel"
8413.20.00,"Hand pumps other than those of subheading 8413.11 or 8413.19, not fitted with a"
8413.30.10,"Fuel-injection pumps for compression-ignition engines, not fitted with a measuring"
8413.30.90,"Fuel, lubricating or cooling medium pumps for internal-combustion piston engines, not"
8413.92.00,Parts of liquid elevators
8414.10.00,Vacuum pumps
8414.20.00,Hand-operated or foot-operated air pumps
8414.40.00,Air compressors mounted on a wheeled chassis for towing
8414.59.10,Blowers for pipe organs
8414.59.15,"Fans used for cooling microprocessors, telecommunications equipment, or computers"
8414.59.65,"Other fans, nesoi"
8414.60.00,"Ventilating or recycling hoods incorporating a fan, having a maximum horizontal side"
8414.80.16,"Air compressors, nesoi"
8414.80.90,"Air or gas pumps, compressors and fans, nesoi"
8414.90.10,Parts of fans (including blowers) and ventilating or recycling hoods
8415.10.30,"Window or wall type air conditioning machines, self-contained"
8415.10.60,"Window or wall type air conditioning machines, ""split-system"", incorporating a"
8415.10.90,"Window or wall type air conditioning machines, ""split-system"", nesoi"
8415.20.00,"Air conditioning machines of a kind used for persons, in motor vehicles"
8415.81.01,Air conditioning machines incorporating a refrigerating unit and valve for reversal of
8415.82.01,"Air conditioning machines incorporating a refrigerating unit, nesoi"
8415.83.00,Air conditioning machines not incorporating a refrigerating unit
8416.30.00,"Mechanical stokers, including their mechanical grates, mechanical ash dischargers and"
8418.10.00,"Combined refrigerator-freezers, fitted with separate external doors, electric or other"
8418.21.00,"Refrigerators, household compression-type, electric or other, other than those of"
8418.29.10,"Refrigerators, household absorption-type, electrical, other than those of subheading"
8418.29.20,"Refrigerators, household type, electric or other, other than those of subheading"
8418.30.00,"Freezers of the chest type, not exceeding 800 liters capacity, electric or other"
8418.40.00,"Freezers of the upright type, not exceeding 900 liters capacity, electric or other"
8418.50.00,"Refrigerating or freezing display counters, cabinets, showcases and similar refrigerating"
8418.61.01,"Heat pumps, other than the air-conditioning machines of heading 8415"
8418.91.00,Furniture designed to receive refrigerating or freezing equipment
8418.99.40,"Certain door assemblies for refrigerators, freezers and other refrigerating or freezing"
8418.99.80,"Parts for refrigerators, freezers and other refrigerating or freezing equipment, electric"
8421.11.00,Cream separators
8421.23.00,Oil or fuel filters for internal combustion engines
8421.31.00,Intake air filters for internal combustion engines
8422.90.04,Door assemblies for the dishwashing machines of subheading 8422.11
8423.81.00,Weighing machinery having a maximum weighing capacity not exceeding 30 kg
8424.20.10,Simple piston pump sprays and powder bellows
8424.20.90,Spray guns and similar appliances other than simple piston pump sprays and powder
8424.30.10,Sand blasting machines
8424.30.90,"Steam blasting machines and similar jet projecting machines, other than sand blasting"
8424.41.10,Portable sprayers excl self-contained sprayers having a capacity >=20 liters)
8424.41.90,Portable sprayers self-contained having a capacity >=20 liters
8424.49.00,"Sprayers, not portable, nesoi"
8424.90.90,"Parts of mechanical appliances for projecting, dispersing or spraying liquids or powders,"
8425.19.00,"Pulley tackle and hoists other than skip hoists or hoists used for raising vehicles, not"
8425.31.01,"Winches nesoi, and capstans, powered by electric motor"
8425.41.00,Built-in jacking systems of a type used in garages
8425.42.00,"Hydraulic jacks and hoists, nesoi"
8425.49.00,"Jacks and hoists of a kind used for raising vehicles, other than hydraulic, nesoi"
8426.19.00,"Transporter cranes, gantry cranes and bridge cranes"
8426.30.00,Portal or pedestal jib cranes
8426.91.00,"Derricks, cranes and other lifting machinery nesoi, designed for mounting on road"
8427.90.00,"Trucks, fitted with lifting or handling equipment, nesoi"
8428.40.00,Escalators and moving walkways
8430.49.40,Offshore oil and natural gas drilling and production platforms
8430.50.10,Self-propelled peat excavators
8432.41.00,Manure spreaders
8433.90.10,"Parts of mowers for lawns, parks or sports grounds"
8441.10.00,"Cutting machines of all kinds used for making up paper pulp, paper or paperboard"
8442.50.10,Printing plates
8443.15.00,"Letterpress printing machinery, excluding flexographic printing, other than reel-fed"
8443.16.00,Flexographic printing machinery
8443.39.20,"Electrostatic photocopying apparatus, operating by reproducing the original image via"
8443.39.30,"Photocopying apparatus, other than electrostatic, incorporating an optical system"
8443.39.40,"Photocopying apparatus, other than electrostatic, of the contact type"
8443.39.50,Thermocopying apparatus
8443.99.10,Accessory & auxiliary machines intended for attachment to an electrostatic photocopier
8443.99.30,Parts of facsimile machines specified in additional U.S. note 3 to this chapter
8443.99.35,"Parts and accessories of facsimile machines, nesoi"
8446.30.50,"Shuttleless type weaving machines (looms), for weaving fabrics of a width exceeding 30"
8448.51.20,Spring-beard needles for knitting machines
8451.10.00,Dry-cleaning machines
8451.21.00,"Drying machines, each of a dry linen capacity not exceeding 10 kg"
8451.29.00,"Drying machines for yarns, fabrics or made up textile articles, each of a dry linen"
8451.30.00,Ironing machines and presses (including fusing presses) for textile fabrics or made up
8451.40.00,"Washing, bleaching or dyeing machines for textile yarns, fabrics or made up textile"
8451.50.00,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics"
8451.80.00,"Machinery for the handling of textile yarns, fabrics or made up textile articles, nesoi"
8451.90.30,"Drying chambers for the drying machines of subheading 8451.21 or 8451.29, and other"
8451.90.60,Furniture designed to receive the drying machines of subheading 8451.21 or 8451.29
8451.90.90,"Parts of machines for the handling of textile yarns, fabrics or made up textile articles,"
8452.29.90,"Sewing machines, other than automatic, nesoi"
8454.20.00,"Ingot molds and ladles, of a kind used in metallurgy or in metal foundries"
8459.29.00,"Drilling machines, other than numerically controlled, nesoi"
8459.59.00,"Milling machines, knee type, other than numerically controlled, nesoi"
8460.39.00,"Sharpening (tool or cutter grinding) machines for working metal or cermets, other than"
8461.50.80,"Sawing or cutting-off machines for working by removing metal or cermets, other than"
8465.20.10,"Machine centers for sawing, planing, milling, molding, grinding, sanding, polishing,"
8465.20.50,Machine centers for bending or assembling
8465.20.80,"Machine centers, nesoi"
8465.91.00,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar"
8466.91.10,"Cast iron parts not advanced beyond cleaning and specifically machined, for machines"
8466.93.15,Certain specified cast-iron parts not advanced beyond cleaning and specifically
8467.19.50,"Tools for working in the hand, pneumatic, other than rotary type, other than suitable for"
8467.99.01,"Parts of tools for working in the hand, hydraulic or with self-contained nonelectric or"
8468.20.10,"Gas-operated machinery, apparatus and appliances, hand-directed or -controlled, used"
8468.80.10,"Machinery and apparatus, hand-directed or -controlled, used for soldering, brazing or"
8468.90.10,"Parts of hand-directed or -controlled machinery, apparatus and appliances used for"
8468.90.50,"Parts for machinery, apparatus or appliances, not hand-directed or -controlled, used for"
8470.10.00,Electronic calculator operate w/o external electric power & pocket-size data
8470.21.00,"Electronic calculating machines, incorporating a printing device, nesoi"
8470.29.00,"Electronic calculating machines, not incorporating a printing device, nesoi"
8470.30.00,"Calculating machines nesoi, other than electronic"
8470.90.01,"Postage-franking, ticket-issuing and similar machines nesoi, incorporating a calculating"
8471.50.01,"Processing units other than those of subheading 8471.41 and 8471.49, nesoi"
8471.60.10,Combined input/output units for automatic data processing machines not entered with
8471.60.70,Input or output units suitable for physical incorporation into ADP machine or unit
8471.60.90,"Other input or output units of digital ADP machines, nesoi, not entered with the rest of"
8471.70.10,"ADP magnetic disk drive storage units, disk dia. ov 21 cm,w/o read-write unit; read-"
8471.70.20,"ADP magnetic disk drive storage units, disk dia. ov 21 cm: for incorp. into ADP machines"
8471.70.50,"ADP magnetic disk drive storage units, disk dia. n/ov 21 cm, nesoi, not entered with the"
8471.80.10,Control or adapter units for automatic data processing machines not entered with rest
8471.80.40,Unit suitable for physical incorporation into automatic data processing machine or unit
8471.80.90,"Other units of automatic data processing machines, not entered with the rest of a"
8471.90.00,"Magnetic or optical readers, nesoi; machines for transcribing data on data media in"
8472.10.00,Hectographic or stencil duplicating machines
8472.30.00,"Machines for sorting, folding, opening, closing or sealing mail, and postage stamp"
8472.90.05,Addressing machines and address plate embossing machines
8472.90.10,Automatic teller machines
8472.90.60,"Numbering, dating and check-writing machines"
8472.90.90,"Other office machines, nesoi"
8473.21.00,"Parts and accessories of the electronic calculating machines of subheading 8470.10,"
8473.29.00,"Parts and accessories of machines of heading 8470, nesoi"
8473.30.11,"Printed circuit assemblies, not incorporating a cathode ray tube, of the machines of"
8473.30.51,"Parts and accessories of the ADP machines of heading 8471, not incorporating a CRT,"
8473.30.91,"Parts and accessories of the ADP machines of heading 8471, incorporating a CRT, nesoi"
8473.40.21,Printed circuit assemblies of word processing machines of 8472.90.50
8473.40.41,Other parts and accessories of the machines of 8472.90.50
8476.21.00,Automatic beverage-vending machines incorporating heating or refrigerating devices
8476.29.00,Automatic beverage-vending machines other than machines that incorporate heating or
8476.81.00,Automatic goods-vending machines (other than beverage-vending) incorporating
8476.90.00,Parts for automatic goods-vending and money-changing machines
8477.59.01,Machinery for molding or otherwise forming rubber or plastics other than for molding
8479.60.00,Evaporative air coolers
8479.71.00,Passenger boarding bridges of a kind used in airports
8479.89.10,"Air humidifiers or dehumidifiers with self-contained electric motor, other than for"
8479.89.20,"Floor polishers with self-contained electric motor, other than for domestic purposes"
8479.89.70,"Carpet sweepers, not electromechanical having self-contained electric motor"
8479.89.94,"Other machines and mechanical appliances having individual functions, not specified or"
8480.10.00,Molding boxes for metal foundry
8480.79.10,"Molds for rubber or plastics, other than injection or compression types, for shoe"
8480.79.90,"Molds for rubber or plastics, other than injection or compression types, other than for"
8481.30.10,"Check valves of copper for pipes, boiler shells, tanks, vats or the like"
8481.80.10,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like,"
8481.80.30,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like,"
8481.80.50,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like,"
8481.80.90,"Taps, cocks, valves & similar appliances for pipes, boiler shells, tanks, vats or the like,"
8481.90.10,"Parts of hand operated and check appliances for pipes, boiler shells, tanks, vats or the"
8481.90.30,"Parts of hand operated and check appliances for pipes, boiler shells, tanks, vats or the"
8481.90.50,"Parts of hand operated and check appliances for pipes, boiler shells, tanks, vats or the"
8482.10.10,Ball bearings with integral shafts
8483.10.10,Camshafts and crankshafts for use solely or principally with spark-ignition internal-
8483.10.30,Camshafts and crankshafts nesoi
8483.10.50,Transmission shafts and cranks other than camshafts and crankshafts
8483.20.40,"Housed bearings of the flange, take-up, cartridge and hanger unit type (incorporating"
8483.20.80,"Housed bearings (incorporating ball or roller bearings), nesoi"
8483.40.50,"Fixed, multiple and variable ratio speed changers, not imported for use with machines"
8483.40.70,"Speed changers other than fixed, multiple and variable ratio speed changers"
